"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F19 Control"	"Abundance F20 Control"	"Abundance F21 Sample"	"Abundance F22 Sample"	"Abundance F23 Control"	"Abundance F24 Control"	"Abundance F25 Sample"	"Abundance F26 Sample"	"Found in Sample in S19 F19 Control"	"Found in Sample in S20 F20 Control"	"Found in Sample in S21 F21 Sample"	"Found in Sample in S22 F22 Sample"	"Found in Sample in S23 F23 Control"	"Found in Sample in S24 F24 Control"	"Found in Sample in S25 F25 Sample"	"Found in Sample in S26 F26 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CVZ3"	"ENOG411CVZ3"	"0.000"	"False"	"69.587"	"30"	"11"	"68"	"11"	"1599"	"186.2"	"6.04"	"171.55"	"11"	"162925505.4375"	"169053678.375"	"175066314.0625"	"174827324.4375"	"36472559.4921875"	"36860356.15625"	"43044897.1640625"	"43025611.2421875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DFFN"	"ENOG411DFFN"	"0.000"	"False"	"69.152"	"24"	"14"	"69"	"14"	"2519"	"289.1"	"9.07"	"188.51"	"14"	"85116973.1875"	"89438436.3125"	"101970005.8125"	"102486480.375"	"15462665.515625"	"15371173.8203125"	"19070521.515625"	"19541824.875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVQ7"	"ENOG411CVQ7"	"0.000"	"False"	"68.968"	"29"	"13"	"48"	"13"	"1629"	"177.6"	"8.34"	"126.78"	"13"	"29786501.8125"	"41488788.875"	"34234772.6875"	"27492330.4375"	"11933807.078125"	"11826498.59375"	"9473908.75"	"11199910.859375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0DG"	"ENOG411D0DG"	"0.000"	"False"	"68.779"	"22"	"17"	"68"	"17"	"2942"	"332.0"	"7.66"	"149.95"	"17"	"89186221.875"	"98816626.28125"	"105885948.75"	"100370663.75"	"16754150.4257813"	"16503852.7109375"	"18959139.25"	"20270454.7890625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRGQ"	"ENOG411CRGQ"	"0.000"	"False"	"68.696"	"17"	"20"	"63"	"20"	"3808"	"421.4"	"6.79"	"127.10"	"20"	"107674309.1875"	"126264073.4375"	"141918781.75"	"182941607.375"	"8937695.5625"	"8844778.78125"	"13025870.6171875"	"13128541.46875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXUG"	"ENOG411CXUG"	"0.000"	"False"	"68.277"	"36"	"11"	"67"	"11"	"466"	"50.5"	"9.17"	"177.56"	"11"	"61612660"	"60546146.8125"	"72435406.875"	"76692180.0625"	"14744737.9765625"	"14914233.765625"	"21089217.1894531"	"20621790.953125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPS2"	"ENOG411CPS2"	"0.000"	"False"	"67.950"	"22"	"12"	"71"	"12"	"697"	"79.4"	"5.17"	"191.77"	"12"	"40128713"	"41783689.03125"	"58805932.375"	"63434290"	"9913567.984375"	"10559062.0234375"	"15836537.4375"	"15443819.53125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZKB"	"ENOG411CZKB"	"0.000"	"False"	"67.665"	"28"	"12"	"59"	"12"	"936"	"104.7"	"7.68"	"167.18"	"12"	"93729083.8125"	"97583635.25"	"109045225.375"	"162771475.625"	"16687485.640625"	"16613381.21875"	"31551232.3125"	"31448360.09375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYCU"	"ENOG411CYCU"	"0.000"	"False"	"67.416"	"27"	"12"	"69"	"12"	"1299"	"140.6"	"10.32"	"181.54"	"12"	"235353970.5"	"142342813.390625"	"394242024.1875"	"418023113"	"37015702"	"37402264.6015625"	"82178058.0625"	"77790997.2050781"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZER"	"ENOG411CZER"	"0.000"	"False"	"66.725"	"47"	"11"	"54"	"11"	"771"	"80.8"	"8.98"	"141.06"	"11"	"132613282.75"	"129809970.875"	"141760007.75"	"161943874.25"	"18047331.0117188"	"18437161.1015625"	"23669880.375"	"23796133.4453125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D33R"	"ENOG411D33R"	"0.000"	"False"	"66.632"	"47"	"7"	"60"	"7"	"449"	"52.0"	"9.89"	"161.77"	"7"	"260923139.5"	"253211114.125"	"510545473.6875"	"509752959.75"	"24491566.6835938"	"24172545.5585938"	"50178449.921875"	"49113273.5625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVGN"	"ENOG411CVGN"	"0.000"	"False"	"66.598"	"39"	"16"	"76"	"16"	"473"	"51.7"	"6.25"	"171.89"	"16"	"114733145.125"	"121439788.4375"	"132757647.9375"	"133310003.375"	"26079967.40625"	"26697935.953125"	"31073599.65625"	"31482886.734375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQSU"	"ENOG411CQSU"	"0.000"	"False"	"66.299"	"11"	"13"	"62"	"13"	"2934"	"324.4"	"6.61"	"157.13"	"13"	"55778747.75"	"52060529.671875"	"78944688.125"	"82241442.9375"	"16004054.0625"	"15133696.328125"	"21479010.09375"	"20951537"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVT6"	"ENOG411CVT6"	"0.000"	"False"	"66.110"	"29"	"11"	"63"	"11"	"621"	"68.4"	"8.69"	"170.81"	"11"	"83904542.375"	"77268751"	"113551358.0625"	"114123717.25"	"17354070.5546875"	"18594052.9375"	"24371521.1328125"	"23944432.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUNC"	"ENOG411CUNC"	"0.000"	"False"	"66.059"	"28"	"19"	"76"	"19"	"1567"	"178.1"	"6.28"	"166.37"	"19"	"52708742.3125"	"43897998.0625"	"64151675.625"	"72650306"	"10446977.5703125"	"11313365.6875"	"16312406.734375"	"16370795.5859375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSPU"	"ENOG411CSPU"	"0.000"	"False"	"66.040"	"42"	"10"	"81"	"10"	"409"	"45.8"	"9.86"	"241.64"	"10"	"179017930.84375"	"183173845.375"	"392180242.75"	"402364764"	"44818300.7988281"	"45415878.0976563"	"102114800.304688"	"101795002.140625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411D3UG"	"ENOG411D3UG"	"0.000"	"False"	"65.768"	"25"	"7"	"43"	"7"	"737"	"82.0"	"5.25"	"125.56"	"7"	"135501902.5"	"124764308.25"	"222909426"	"238515466.5"	"29163076.0429688"	"29610799.4121094"	"50349845.7089844"	"50497806.0703125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DAHE"	"ENOG411DAHE"	"0.000"	"False"	"65.713"	"8"	"10"	"142"	"2"	"2112"	"231.4"	"5.52"	"345.12"	"10"	"5981632078.75"	"5895066548.5"	"4598006589.6875"	"4663341610.6875"	"751784758.679688"	"756914193.707031"	"603447379.351563"	"585621782.003906"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRC6"	"ENOG411CRC6"	"0.000"	"False"	"65.701"	"42"	"13"	"66"	"13"	"406"	"46.3"	"5.85"	"169.57"	"13"	"42168411.75"	"43166183.625"	"51449809.625"	"54029818.75"	"11599638.078125"	"11711455.828125"	"14369857.78125"	"14823097.0625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWA4"	"ENOG411CWA4"	"0.000"	"False"	"65.635"	"10"	"20"	"49"	"20"	"6427"	"706.6"	"7.23"	"106.07"	"20"	"15910746.3125"	"13968049.125"	"24575208.0625"	"35666263.125"	"4140411.7421875"	"3944235.89648438"	"9307050.859375"	"8429821.1875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR6T"	"ENOG411CR6T"	"0.000"	"False"	"65.103"	"44"	"12"	"47"	"12"	"440"	"48.4"	"8.28"	"115.91"	"12"	"50039074.5"	"53837559"	"87497306.5"	"98345643.5"	"14488519.5957031"	"15344871.921875"	"27862070.65625"	"31183582.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP6N"	"ENOG411CP6N"	"0.000"	"False"	"64.831"	"16"	"12"	"66"	"11"	"2829"	"310.8"	"6.20"	"149.07"	"12"	"86239264.75"	"89396636"	"101735835.25"	"121121015.375"	"17860300.859375"	"19152688.4375"	"27098486.8125"	"27042736.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS5H"	"ENOG411CS5H"	"0.000"	"False"	"64.670"	"39"	"13"	"60"	"13"	"1080"	"118.4"	"5.77"	"157.85"	"13"	"44206697.875"	"48932947.75"	"115163842.75"	"117914105.875"	"9679539.21875"	"10149436.7988281"	"25998820.5625"	"27861175.1328125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZE3"	"ENOG411CZE3"	"0.000"	"False"	"64.432"	"45"	"11"	"69"	"11"	"1060"	"117.1"	"4.78"	"165.72"	"11"	"90425106.625"	"89829927.5625"	"123889535.125"	"120012684.875"	"22527689.2734375"	"21854462.2539063"	"32578649.5898438"	"31837487.609375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPDN"	"ENOG411CPDN"	"0.000"	"False"	"64.288"	"19"	"11"	"62"	"11"	"1478"	"166.1"	"8.84"	"156.67"	"11"	"54684223.8125"	"56084128.75"	"71814432.625"	"70420521.625"	"20422564.3046875"	"21099805.3046875"	"26961331.375"	"26237686.1484375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQFB"	"ENOG411CQFB"	"0.000"	"False"	"64.261"	"22"	"14"	"64"	"12"	"2993"	"333.5"	"9.54"	"170.27"	"14"	"43739888.25"	"44922830.625"	"52729179.4375"	"48436735.8125"	"20366190.9804688"	"10218040.8359375"	"13898440.1171875"	"14665903.828125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPPZ"	"ENOG411CPPZ"	"0.000"	"False"	"64.144"	"45"	"12"	"57"	"12"	"409"	"44.4"	"7.69"	"154.60"	"12"	"79185135.625"	"87572044.25"	"80567415.3125"	"81565790.4375"	"21056337.65625"	"22412818"	"24191461.2148438"	"24885691.9453125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX55"	"ENOG411CX55"	"0.000"	"False"	"63.828"	"42"	"6"	"80"	"6"	"255"	"27.4"	"10.59"	"230.74"	"6"	"285371007.75"	"296836081.25"	"540673612"	"590525123.5"	"76355361.953125"	"77805981.4375"	"161874819.5"	"160607997.875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXXI"	"ENOG411CXXI"	"0.000"	"False"	"63.823"	"36"	"12"	"64"	"12"	"881"	"95.8"	"9.92"	"144.46"	"12"	"116467174.625"	"113595166.5"	"251171261.75"	"170853052.25"	"18961207.4375"	"18125958.359375"	"26402028.90625"	"25916808.375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3QF"	"ENOG411D3QF"	"0.000"	"False"	"63.618"	"19"	"7"	"69"	"7"	"364"	"41.0"	"10.01"	"198.77"	"7"	"388233223.5"	"374352864.75"	"645005087.65625"	"692741969.25"	"78741852.9960938"	"77182986.34375"	"142485416.921875"	"139332847.078125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWPP"	"ENOG411CWPP"	"0.000"	"False"	"63.535"	"35"	"11"	"61"	"11"	"1267"	"138.6"	"8.53"	"159.26"	"11"	"52165122.3125"	"55481488.125"	"88439894.875"	"92456131.375"	"13672922.625"	"14442884.0078125"	"23154928.875"	"22949366.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRYY"	"ENOG411CRYY"	"0.000"	"False"	"63.488"	"22"	"11"	"51"	"11"	"2154"	"239.7"	"5.08"	"135.59"	"11"	"55397619.125"	"58284858.3125"	"61936864.5625"	"63871225.875"	"20368779.5"	"19994227.265625"	"24080910.9375"	"24680200.84375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRJZ"	"ENOG411CRJZ"	"0.000"	"False"	"63.210"	"14"	"19"	"71"	"18"	"3218"	"344.7"	"7.90"	"149.00"	"19"	"86424741.625"	"87088316.5"	"106041599.0625"	"107663054.25"	"20472442.859375"	"20251614.5429688"	"27094222.78125"	"25450980.078125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQTH"	"ENOG411CQTH"	"0.000"	"False"	"62.972"	"12"	"22"	"65"	"22"	"6132"	"694.3"	"7.01"	"123.84"	"22"	"59220651.25"	"66727700.4375"	"71429079.5625"	"72782295"	"15263782.3476563"	"16912623.3339844"	"17992995.0390625"	"20018696.859375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CR9K"	"ENOG411CR9K"	"0.000"	"False"	"62.607"	"71"	"12"	"57"	"12"	"417"	"47.4"	"7.96"	"159.09"	"12"	"66079158.25"	"61324155.6875"	"106036070.75"	"108488656.75"	"23130447.203125"	"22462580.796875"	"38444829.890625"	"36220656.4296875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVVW"	"ENOG411CVVW"	"0.000"	"False"	"62.336"	"50"	"15"	"67"	"15"	"839"	"94.9"	"6.20"	"176.69"	"15"	"56232835.125"	"54523743.625"	"72827883.5"	"80865767.75"	"15049732.46875"	"15419803"	"20757316.796875"	"22192389.15625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT9H"	"ENOG411CT9H"	"0.000"	"False"	"62.308"	"38"	"14"	"77"	"14"	"471"	"51.7"	"8.16"	"179.47"	"14"	"111047370"	"127111418.875"	"116388653.75"	"113122518.5"	"27866662.5625"	"28758828.7402344"	"28505048.640625"	"28895022.765625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYRJ"	"ENOG411CYRJ"	"0.000"	"False"	"62.108"	"25"	"13"	"59"	"13"	"2063"	"230.4"	"4.51"	"164.93"	"13"	"87286831.625"	"79144353.125"	"101668502.25"	"99896916.25"	"20802210.96875"	"21788765.59375"	"25328802.09375"	"25613903.234375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQI4"	"ENOG411CQI4"	"0.000"	"False"	"62.048"	"45"	"16"	"61"	"16"	"435"	"49.7"	"9.52"	"142.98"	"16"	"91605209.40625"	"86013793"	"109453835.3125"	"112906482"	"13050424.578125"	"12484821.078125"	"17769148.4296875"	"17708877.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRQ0"	"ENOG411CRQ0"	"0.000"	"False"	"61.870"	"20"	"11"	"53"	"11"	"3348"	"381.4"	"6.18"	"154.93"	"11"	"64562116"	"78117380.5"	"70902532.75"	"118637674.75"	"23213127.7578125"	"21910492.8125"	"23184210.921875"	"22650939.09375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT97"	"ENOG411CT97"	"0.000"	"False"	"61.782"	"16"	"13"	"62"	"13"	"1915"	"215.1"	"5.34"	"125.69"	"13"	"53095227.125"	"50804578.25"	"77054920.5"	"75173533.15625"	"11883041.1523438"	"27140923.765625"	"16508430.6640625"	"18257537.7773438"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss [N-Term; N-Term; N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CTA9"	"ENOG411CTA9"	"0.000"	"False"	"61.718"	"14"	"15"	"48"	"15"	"2674"	"296.0"	"8.51"	"121.14"	"15"	"50313098.625"	"49963400.625"	"77278353.25"	"78433198.75"	"9082713.9375"	"8717012.0625"	"12105985.59375"	"11740654.1875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVXR"	"ENOG411CVXR"	"0.000"	"False"	"61.220"	"20"	"13"	"57"	"13"	"2418"	"267.0"	"8.32"	"147.35"	"13"	"29666026.625"	"36994818"	"44164296.5"	"42999208.9375"	"10760408.2851563"	"10701313.1953125"	"13679280.421875"	"14207538.9375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRZ4"	"ENOG411CRZ4"	"0.000"	"False"	"61.203"	"46"	"10"	"57"	"10"	"435"	"49.1"	"8.46"	"145.38"	"10"	"192036032.5625"	"175446675.125"	"286019589.625"	"289356900.375"	"53116738.4765625"	"54406674.5859375"	"85212060.0585938"	"85877339.0625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CQMH"	"ENOG411CQMH"	"0.000"	"False"	"61.040"	"13"	"8"	"51"	"8"	"3586"	"394.1"	"7.21"	"146.66"	"8"	"53086319.75"	"60237580.5"	"50360349.25"	"54573019"	"11757927.328125"	"11586169.796875"	"13841390.7382813"	"13181988.5820313"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWTU"	"ENOG411CWTU"	"0.000"	"False"	"61.030"	"13"	"17"	"62"	"17"	"3534"	"391.4"	"8.22"	"132.90"	"17"	"38938357.375"	"40872352"	"53757924.875"	"58070180"	"11015842.0859375"	"10989372.078125"	"17657855.3671875"	"17050153.484375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPT1"	"ENOG411CPT1"	"0.000"	"False"	"60.998"	"55"	"11"	"78"	"11"	"451"	"50.8"	"6.39"	"174.49"	"11"	"116424584.6875"	"114333647.1875"	"179939770.25"	"167746011.75"	"30487940.890625"	"29125060.3671875"	"50234282.5351563"	"50753510.90625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP76"	"ENOG411CP76"	"0.000"	"False"	"60.829"	"14"	"15"	"49"	"7"	"5056"	"572.5"	"7.85"	"109.64"	"15"	"186651738.9375"	"185935844.5"	"185393675.8125"	"199783172.25"	"108537636.476563"	"103538328.867188"	"94605228.484375"	"89207178.046875"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWUV"	"ENOG411CWUV"	"0.000"	"False"	"60.574"	"36"	"12"	"66"	"12"	"736"	"85.8"	"10.83"	"162.28"	"12"	"106417164.5"	"117494051.75"	"182311976"	"226069388.5625"	"26154739.9765625"	"26029374.421875"	"62914586.375"	"62798454.390625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSK3"	"ENOG411CSK3"	"0.000"	"False"	"60.522"	"14"	"17"	"73"	"17"	"3692"	"413.6"	"5.95"	"156.77"	"17"	"34476515.1875"	"37625992.625"	"67354481.75"	"79230075"	"11041459.9140625"	"10795100.03125"	"20497581.875"	"21073234.09375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRQ5"	"ENOG411CRQ5"	"0.000"	"False"	"60.217"	"17"	"6"	"54"	"6"	"1389"	"145.9"	"5.38"	"161.84"	"6"	"89486152.875"	"87820772"	"94381504"	"97271941"	"26660215.9394531"	"28311286.5703125"	"31304425.9960938"	"31937373.4296875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXS1"	"ENOG411CXS1"	"0.000"	"False"	"60.125"	"61"	"11"	"82"	"11"	"409"	"46.1"	"10.17"	"213.69"	"11"	"631842404.5"	"654223083"	"1195326557"	"1228948559"	"118733410.296875"	"117852304.101563"	"222453697.515625"	"222654209.484375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D2BD"	"ENOG411D2BD"	"0.000"	"False"	"60.100"	"30"	"15"	"54"	"15"	"1864"	"210.0"	"7.50"	"141.54"	"15"	"47540713.546875"	"30798232.984375"	"56455455.890625"	"61243130.140625"	"14354080.0625"	"15100191.5"	"19643639.515625"	"19593721.375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQTF"	"ENOG411CQTF"	"0.000"	"False"	"60.012"	"32"	"10"	"51"	"10"	"1401"	"147.8"	"8.85"	"145.09"	"10"	"49040500.9375"	"37238540"	"76170713"	"73938082.375"	"18687355.8984375"	"15745794.6835938"	"24383163.296875"	"26263741.3125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DEYG"	"ENOG411DEYG"	"0.000"	"False"	"59.956"	"33"	"10"	"58"	"10"	"669"	"72.4"	"5.48"	"164.41"	"10"	"70961906.75"	"77330128.3125"	"60125619.0625"	"81620592.25"	"24588279.171875"	"26716458.0742188"	"28354476.40625"	"27735076.875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ1K"	"ENOG411CZ1K"	"0.000"	"False"	"59.890"	"23"	"14"	"68"	"13"	"3438"	"362.1"	"7.52"	"144.63"	"14"	"50793443.5"	"51054543"	"44783238.6875"	"55015044.75"	"14370950.6484375"	"13697097.5390625"	"16152975.625"	"16123094.9375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWWT"	"ENOG411CWWT"	"0.000"	"False"	"59.719"	"50"	"7"	"64"	"7"	"315"	"36.3"	"9.73"	"141.15"	"7"	"374400321.75"	"387834594.5"	"495661417"	"542614386.125"	"86312107.0175781"	"88340069.796875"	"133244953.53125"	"130517696.203125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX3D"	"ENOG411CX3D"	"0.000"	"False"	"59.482"	"25"	"15"	"70"	"15"	"1280"	"145.7"	"7.37"	"148.49"	"15"	"95345552.875"	"99878103.8125"	"111343645.25"	"107781709"	"26936397.5820313"	"27354539.1757813"	"30781777.6953125"	"31152394.71875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQBB"	"ENOG411CQBB"	"0.000"	"False"	"59.399"	"3"	"17"	"177"	"10"	"18351"	"2027.4"	"5.64"	"404.39"	"17"	"21041557053.4375"	"19915184139.4063"	"18024307600"	"19190818549.625"	"2434995347.57813"	"2693944729.74805"	"2294658529.42188"	"2366377744.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYC9"	"ENOG411CYC9"	"0.000"	"False"	"59.394"	"10"	"15"	"73"	"15"	"3735"	"419.0"	"6.38"	"169.02"	"15"	"57911488.125"	"62717783.375"	"83339088.125"	"79971936.25"	"13833281.765625"	"14739181.828125"	"19409486.59375"	"20325412.6015625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWDC"	"ENOG411CWDC"	"0.000"	"False"	"59.323"	"34"	"13"	"59"	"13"	"955"	"105.8"	"10.02"	"143.02"	"13"	"125366755.5"	"118111457"	"177628823"	"223128607.75"	"23920874.875"	"24783076.796875"	"46478950.84375"	"41711949.96875"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ6H"	"ENOG411CQ6H"	"0.000"	"False"	"59.235"	"24"	"9"	"65"	"9"	"1129"	"124.8"	"5.57"	"182.08"	"9"	"57249322.0625"	"65632286.5625"	"89163400.25"	"89838348.25"	"15275902.09375"	"16067730.53125"	"22829209.3125"	"22857592.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYZK"	"ENOG411CYZK"	"0.000"	"False"	"59.218"	"16"	"17"	"56"	"17"	"2085"	"239.9"	"7.83"	"138.43"	"17"	"51730691.5"	"39117633.875"	"57309939.9375"	"62464829.59375"	"7076681.2265625"	"5390958.40234375"	"9344010"	"8923481.78125"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUEE"	"ENOG411CUEE"	"0.000"	"False"	"59.154"	"19"	"13"	"57"	"13"	"2489"	"270.4"	"4.73"	"144.15"	"13"	"28617523.375"	"24211111.125"	"27761415"	"29425338.1875"	"10170680.4746094"	"10005282.9492188"	"12850574.5429688"	"13737451.484375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term; N-Term; N-Term; N-Term]"
