"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F27 Control"	"Abundance F28 Control"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Found in Sample in S27 F27 Control"	"Found in Sample in S28 F28 Control"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CVPK"	"ENOG411CVPK"	"0.000"	"False"	"20.772"	"3"	"7"	"13"	"7"	"7104"	"790.2"	"5.66"	"25.95"	"7"	"1492576.95703125"	"2170993.65625"	"6941463.9765625"	"6656527.7109375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUKV"	"ENOG411CUKV"	"0.000"	"False"	"20.746"	"1"	"7"	"14"	"7"	"10897"	"1245.6"	"6.84"	"33.41"	"7"	"303373.568359375"	"288705.3984375"	"1158714.390625"	"1101965.6171875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYQY"	"ENOG411CYQY"	"0.000"	"False"	"20.737"	"25"	"6"	"15"	"2"	"246"	"27.7"	"4.82"	"29.60"	"6"	"19790421.8984375"	"20774261.25"	"49607620.75"	"49853371.5"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVVW"	"ENOG411CVVW"	"0.000"	"False"	"20.628"	"15"	"6"	"13"	"6"	"839"	"94.9"	"6.20"	"32.64"	"6"	"5662592.71875"	"5693214.4375"	"11199946.484375"	"11379496.9375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPEK"	"ENOG411CPEK"	"0.000"	"False"	"20.617"	"15"	"5"	"11"	"5"	"752"	"82.1"	"8.97"	"20.83"	"5"	"6877741.9375"	"6897605.375"	"11728513.34375"	"11931618.65625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTA6"	"ENOG411CTA6"	"0.000"	"False"	"20.617"	"5"	"3"	"10"	"3"	"1410"	"160.8"	"7.42"	"27.32"	"3"	"2761823.7109375"	"2824754.99316406"	"5292132.625"	"5744148.6875"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRDQ"	"ENOG411CRDQ"	"0.000"	"False"	"20.577"	"15"	"5"	"13"	"5"	"619"	"69.1"	"7.42"	"33.39"	"5"	"7434686.140625"	"6747317.078125"	"15497256.3125"	"16058123.9375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZNJ"	"ENOG411CZNJ"	"0.000"	"False"	"20.473"	"12"	"4"	"15"	"4"	"891"	"99.2"	"8.44"	"43.27"	"4"	"2510622.21484375"	"3440140.4296875"	"8343777.6640625"	"6090302.6796875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVIU"	"ENOG411CVIU"	"0.000"	"False"	"20.427"	"6"	"7"	"13"	"7"	"4358"	"494.0"	"6.43"	"26.89"	"7"	"2806626.625"	"3799783.1171875"	"8248786.0625"	"8317513.4375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1EU"	"ENOG411D1EU"	"0.000"	"False"	"20.372"	"28"	"5"	"17"	"5"	"600"	"63.9"	"9.14"	"36.29"	"5"	"1552028.34375"	"1598596.359375"	"5032398.796875"	"5118050.75"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CURI"	"ENOG411CURI"	"0.000"	"False"	"20.357"	"4"	"6"	"11"	"6"	"9591"	"1056.2"	"6.21"	"24.33"	"6"	"609101.583984375"	"659074.45703125"	"4459359.203125"	"4469628.9375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSCK"	"ENOG411CSCK"	"0.000"	"False"	"20.292"	"12"	"6"	"11"	"6"	"2006"	"228.7"	"5.95"	"23.65"	"6"	"1938607.1875"	"2023837.90625"	"2784803.34375"	"3151495.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRI8"	"ENOG411CRI8"	"0.000"	"False"	"20.239"	"8"	"5"	"15"	"5"	"4617"	"522.7"	"6.54"	"31.06"	"5"	"3821248.21875"	"3853676.453125"	"8960005.0625"	"8626431.1875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYZK"	"ENOG411CYZK"	"0.000"	"False"	"20.194"	"5"	"6"	"12"	"6"	"2085"	"239.9"	"7.83"	"29.11"	"6"	"6744369.28125"	"6130951.796875"	"16992217.15625"	"17296245.0625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV84"	"ENOG411CV84"	"0.000"	"False"	"20.138"	"1"	"6"	"11"	"6"	"7903"	"898.8"	"8.31"	"25.16"	"6"	"640858.3125"	"598439.359375"	"3441254.828125"	"3409664.46875"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZFR"	"ENOG411CZFR"	"0.000"	"False"	"20.111"	"11"	"7"	"18"	"7"	"637"	"69.8"	"7.43"	"32.37"	"7"	"13153471.546875"	"14640450.90625"	"22649807.75"	"22776192.03125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUX4"	"ENOG411CUX4"	"0.000"	"False"	"20.075"	"9"	"8"	"21"	"8"	"2172"	"242.8"	"5.72"	"45.34"	"8"	"7780360.671875"	"11634196.9023438"	"15519642.0625"	"15473603"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTZI"	"ENOG411CTZI"	"0.000"	"False"	"20.010"	"17"	"5"	"14"	"5"	"955"	"109.2"	"7.55"	"31.23"	"5"	"4878387.3828125"	"5031501.0546875"	"12443950.25"	"12565741.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DAHE"	"ENOG411DAHE"	"0.000"	"False"	"19.985"	"5"	"5"	"17"	"2"	"2112"	"231.4"	"5.52"	"41.94"	"5"	"35291646.1914063"	"36157202.84375"	"29190130.84375"	"30097823.671875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX6E"	"ENOG411CX6E"	"0.000"	"False"	"19.973"	"13"	"5"	"13"	"5"	"929"	"101.6"	"5.00"	"27.53"	"5"	"1784975.6484375"	"1743589.3359375"	"4235729.75"	"4081836.5625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ5R"	"ENOG411CQ5R"	"0.000"	"False"	"19.963"	"14"	"8"	"12"	"8"	"1220"	"138.9"	"7.40"	"22.64"	"8"	"2738599.4609375"	"2604324.9375"	"7105161.78125"	"7493291.3125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYAN"	"ENOG411CYAN"	"0.000"	"False"	"19.950"	"8"	"6"	"10"	"6"	"1539"	"178.2"	"8.63"	"21.50"	"6"	"1828440.23046875"	"1874269.078125"	"4199185.3203125"	"4320938.890625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWBH"	"ENOG411CWBH"	"0.000"	"False"	"19.940"	"5"	"6"	"17"	"6"	"4220"	"475.8"	"6.96"	"37.79"	"6"	"1925496.1484375"	"3038508.95898438"	"7777388.59375"	"6289307.65625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUCC"	"ENOG411CUCC"	"0.000"	"False"	"19.936"	"8"	"5"	"12"	"5"	"1348"	"151.6"	"7.72"	"31.25"	"5"	"3544765.8203125"	"3534344.3671875"	"9995501"	"9639839.1875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DDN4"	"ENOG411DDN4"	"0.000"	"False"	"19.904"	"18"	"5"	"13"	"5"	"511"	"58.0"	"6.96"	"26.36"	"5"	"2308930.55664063"	"3020276.98242188"	"11887950.28125"	"11600557.71875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXUG"	"ENOG411CXUG"	"0.000"	"False"	"19.812"	"16"	"5"	"11"	"5"	"466"	"50.5"	"9.17"	"25.36"	"5"	"2683931.296875"	"2679598.4453125"	"8275910.3125"	"8618345.375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D2XS"	"ENOG411D2XS"	"0.000"	"False"	"19.732"	"30"	"5"	"11"	"5"	"281"	"29.7"	"8.48"	"24.95"	"5"	"2510557.1875"	"2440634.1640625"	"7257308.1875"	"7704837.8125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0AM"	"ENOG411D0AM"	"0.000"	"False"	"19.668"	"14"	"4"	"11"	"4"	"459"	"50.6"	"6.34"	"26.06"	"4"	"2525014.234375"	"2778916.796875"	"4796167.546875"	"4900070.765625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQEF"	"ENOG411CQEF"	"0.000"	"False"	"19.620"	"5"	"4"	"11"	"4"	"1121"	"121.3"	"8.03"	"19.75"	"4"	"2474353.9375"	"2821813.03125"	"6718663.09375"	"7125958.578125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRZQ"	"ENOG411CRZQ"	"0.000"	"False"	"19.580"	"8"	"6"	"16"	"6"	"1484"	"165.9"	"7.53"	"31.16"	"6"	"3343043.3125"	"3343366.03125"	"9326777.5"	"9419650.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPNI"	"ENOG411CPNI"	"0.000"	"False"	"19.478"	"3"	"7"	"11"	"7"	"5340"	"595.0"	"6.89"	"15.74"	"7"	"513518.8125"	"665086.453125"	"3127443.53125"	"2639302.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXTN"	"ENOG411CXTN"	"0.000"	"False"	"19.464"	"9"	"3"	"12"	"3"	"3125"	"361.5"	"4.63"	"26.81"	"3"	"1550826.77929688"	"1659288.94140625"	"10949016.75"	"11047447.75"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYYG"	"ENOG411CYYG"	"0.000"	"False"	"19.387"	"5"	"5"	"16"	"5"	"2437"	"271.3"	"5.27"	"29.84"	"5"	"1193321.7109375"	"1297240.6015625"	"3211722.21875"	"3252162.6875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWCR"	"ENOG411CWCR"	"0.000"	"False"	"19.374"	"5"	"7"	"20"	"7"	"6081"	"664.2"	"6.02"	"43.87"	"7"	"14592339.25"	"14574514.640625"	"38023479.4375"	"38246496.6875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP8R"	"ENOG411CP8R"	"0.000"	"False"	"19.341"	"5"	"5"	"15"	"5"	"1362"	"156.0"	"6.51"	"36.04"	"5"	"11156191.9296875"	"10741495.7109375"	"20132346.09375"	"20248404"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXVJ"	"ENOG411CXVJ"	"0.000"	"False"	"19.300"	"4"	"5"	"12"	"5"	"1643"	"183.9"	"6.83"	"25.43"	"5"	"1138627.75"	"1127503.71875"	"3212985.90625"	"3404153.953125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D2XU"	"ENOG411D2XU"	"0.000"	"False"	"19.250"	"27"	"5"	"19"	"5"	"475"	"53.6"	"10.05"	"40.50"	"5"	"26085999.7226563"	"26340720.1796875"	"67931096"	"69062357.1875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS4E"	"ENOG411CS4E"	"0.000"	"False"	"19.246"	"2"	"4"	"13"	"3"	"6324"	"731.5"	"7.23"	"29.03"	"4"	"1919978.375"	"2184265.9609375"	"5769745.5"	"5705786.78125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPWW"	"ENOG411CPWW"	"0.000"	"False"	"19.220"	"11"	"5"	"13"	"5"	"1561"	"166.0"	"6.49"	"31.62"	"5"	"4203655.875"	"4106069.5625"	"9226577.9375"	"9456420.84375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW1C"	"ENOG411CW1C"	"0.000"	"False"	"19.169"	"21"	"4"	"20"	"4"	"721"	"83.7"	"10.26"	"48.80"	"4"	"29979103.7558594"	"29799201.578125"	"59216870.0625"	"59778577.828125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVKV"	"ENOG411CVKV"	"0.000"	"False"	"19.102"	"3"	"5"	"22"	"5"	"1826"	"204.6"	"9.17"	"56.23"	"5"	"19773118.25"	"19535898.328125"	"25976729.875"	"26359290.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP66"	"ENOG411CP66"	"0.000"	"False"	"19.073"	"5"	"5"	"12"	"5"	"2135"	"239.8"	"6.57"	"29.24"	"5"	"933915.865234375"	"977448.66796875"	"4974385.125"	"5218337.5625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSRK"	"ENOG411CSRK"	"0.000"	"False"	"19.006"	"10"	"5"	"16"	"5"	"2565"	"280.0"	"10.07"	"30.52"	"5"	"2251751.08203125"	"2178363.234375"	"3393828.0625"	"3272952.03125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS1K"	"ENOG411CS1K"	"0.000"	"False"	"18.993"	"3"	"6"	"12"	"6"	"4418"	"485.3"	"7.52"	"24.63"	"6"	"1324320.01171875"	"1343692.35546875"	"5000186.9375"	"4722968.40625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTZP"	"ENOG411CTZP"	"0.000"	"False"	"18.815"	"2"	"5"	"8"	"5"	"8938"	"1021.4"	"7.23"	"17.46"	"5"	"280846.6796875"	"260552.46875"	"1565495.171875"	"1690511.171875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DEXA"	"ENOG411DEXA"	"0.000"	"False"	"18.814"	"15"	"5"	"14"	"5"	"1200"	"132.2"	"8.21"	"31.85"	"5"	"2866863.140625"	"2915973.140625"	"5513723.0625"	"5535497.4375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSVU"	"ENOG411CSVU"	"0.000"	"False"	"18.803"	"11"	"5"	"13"	"5"	"1009"	"114.6"	"7.20"	"30.05"	"5"	"4866416.8125"	"4727429.8125"	"11663477.4375"	"12068294.75"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CXKR"	"ENOG411CXKR"	"0.000"	"False"	"18.773"	"8"	"6"	"15"	"6"	"1563"	"182.0"	"8.15"	"37.99"	"6"	"2387980.8359375"	"2223413.8046875"	"5356653.59375"	"5574556.09375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ1P"	"ENOG411CQ1P"	"0.000"	"False"	"18.751"	"2"	"6"	"14"	"6"	"12734"	"1434.9"	"8.92"	"29.48"	"6"	"1030409.0078125"	"1107111.55078125"	"3400195.453125"	"3672272.1875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY6T"	"ENOG411CY6T"	"0.000"	"False"	"18.705"	"12"	"4"	"9"	"4"	"958"	"105.5"	"8.18"	"20.48"	"4"	"733391.4453125"	"779215.421875"	"2378424.859375"	"2048973.953125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW05"	"ENOG411CW05"	"0.000"	"False"	"18.685"	"14"	"6"	"15"	"6"	"3111"	"347.8"	"7.49"	"29.03"	"6"	"605410.900390625"	"896620.283203125"	"2020347"	"1872413.421875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYA1"	"ENOG411CYA1"	"0.000"	"False"	"18.653"	"5"	"6"	"9"	"6"	"5685"	"646.2"	"7.21"	"20.89"	"6"	"986438.4375"	"1142176.7890625"	"4404217.296875"	"4156121.78125"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTSE"	"ENOG411CTSE"	"0.000"	"False"	"18.646"	"10"	"5"	"15"	"5"	"1353"	"150.5"	"5.97"	"30.96"	"5"	"8807356.65625"	"8960139.53125"	"8896589.125"	"9363297.375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ59"	"ENOG411CQ59"	"0.000"	"False"	"18.645"	"6"	"6"	"10"	"6"	"4601"	"526.3"	"6.55"	"21.76"	"6"	"657789.0390625"	"614803.59375"	"2417235.3125"	"2523999.78125"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRCE"	"ENOG411CRCE"	"0.000"	"False"	"18.638"	"20"	"6"	"11"	"6"	"1897"	"218.7"	"8.18"	"24.96"	"6"	"6962755.40625"	"6969283.875"	"11496702.40625"	"12208327.625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DEYG"	"ENOG411DEYG"	"0.000"	"False"	"18.636"	"11"	"4"	"12"	"4"	"669"	"72.4"	"5.48"	"31.34"	"4"	"2011711.171875"	"2268690.46875"	"8878292.125"	"9438707.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYAR"	"ENOG411CYAR"	"0.000"	"False"	"18.634"	"33"	"6"	"13"	"6"	"239"	"26.6"	"7.44"	"33.08"	"6"	"3861590.96875"	"4192890.375"	"9537053.46875"	"10029940.46875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQ9N"	"ENOG411CQ9N"	"0.000"	"False"	"18.592"	"4"	"5"	"11"	"5"	"4570"	"504.0"	"4.83"	"24.53"	"5"	"682056.892578125"	"686081.607421875"	"2090599.59375"	"2059276.03125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZDE"	"ENOG411CZDE"	"0.000"	"False"	"18.517"	"8"	"5"	"14"	"5"	"1485"	"161.0"	"7.97"	"35.62"	"5"	"2550743.265625"	"2494378.421875"	"8168777.375"	"8258542.9375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPMA"	"ENOG411CPMA"	"0.000"	"False"	"18.477"	"6"	"5"	"14"	"5"	"992"	"111.8"	"6.61"	"32.94"	"5"	"2738392.65625"	"2707966.890625"	"6883317.3125"	"6995189"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1XK"	"ENOG411D1XK"	"0.000"	"False"	"18.470"	"15"	"5"	"11"	"5"	"760"	"82.0"	"8.72"	"23.50"	"5"	"2337357.7109375"	"2388473.97265625"	"8123320.75"	"8326800.75"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPBI"	"ENOG411CPBI"	"0.000"	"False"	"18.443"	"4"	"4"	"11"	"4"	"2452"	"281.1"	"4.73"	"21.52"	"4"	"1589974.15234375"	"1657635.92578125"	"3847035.953125"	"4154070.671875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D33R"	"ENOG411D33R"	"0.000"	"False"	"18.422"	"15"	"3"	"10"	"3"	"449"	"52.0"	"9.89"	"25.57"	"3"	"29404692.1875"	"28904825.125"	"63349982.5"	"64152002.5"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUGW"	"ENOG411CUGW"	"0.000"	"False"	"18.393"	"16"	"6"	"16"	"6"	"868"	"97.0"	"6.00"	"36.22"	"6"	"11270408.7421875"	"12601893.703125"	"30471888.125"	"30154536.0625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZER"	"ENOG411CZER"	"0.000"	"False"	"18.369"	"15"	"4"	"12"	"4"	"771"	"80.8"	"8.98"	"31.54"	"4"	"2222948.3828125"	"2247574.94921875"	"4672180.875"	"4905341.5625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX5P"	"ENOG411CX5P"	"0.000"	"False"	"18.355"	"17"	"6"	"20"	"6"	"663"	"71.1"	"9.00"	"51.95"	"6"	"9803124.45898438"	"10488166.28125"	"22671949.8125"	"22630939.53125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPS2"	"ENOG411CPS2"	"0.000"	"False"	"18.324"	"9"	"5"	"12"	"5"	"697"	"79.4"	"5.17"	"24.15"	"5"	"2296301.25"	"2361878.296875"	"5990934.20703125"	"5972797.90234375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZPW"	"ENOG411CZPW"	"0.000"	"False"	"18.317"	"9"	"4"	"11"	"4"	"2093"	"224.3"	"7.65"	"27.61"	"4"	"1954765.265625"	"1952932.578125"	"5454901"	"5528544.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRW9"	"ENOG411CRW9"	"0.000"	"False"	"18.309"	"15"	"4"	"12"	"4"	"1322"	"148.4"	"5.80"	"29.76"	"4"	"2732596.828125"	"2701969.72265625"	"3771597.4375"	"3924194.78125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSUI"	"ENOG411CSUI"	"0.000"	"False"	"18.243"	"15"	"5"	"16"	"5"	"984"	"113.6"	"8.27"	"31.39"	"5"	"12146993.4375"	"12299871.890625"	"30562026.625"	"31737420.75"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYN5"	"ENOG411CYN5"	"0.000"	"False"	"18.184"	"12"	"5"	"16"	"5"	"1033"	"118.6"	"5.38"	"35.52"	"5"	"38798474.21875"	"39183168.75"	"35906576.8125"	"35511607.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTZE"	"ENOG411CTZE"	"0.000"	"False"	"18.150"	"14"	"5"	"11"	"3"	"715"	"76.5"	"9.04"	"18.60"	"5"	"1197874.46875"	"1241309.796875"	"3817011.28125"	"3725997.8125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWDC"	"ENOG411CWDC"	"0.000"	"False"	"17.979"	"10"	"5"	"16"	"5"	"955"	"105.8"	"10.02"	"38.20"	"5"	"4957608"	"4883946.25"	"16218109"	"16154862.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWBD"	"ENOG411CWBD"	"0.000"	"False"	"17.944"	"6"	"3"	"19"	"3"	"2126"	"230.9"	"8.66"	"45.20"	"3"	"14566551.296875"	"15023767.09375"	"37865406.6875"	"38800833.625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW3G"	"ENOG411CW3G"	"0.000"	"False"	"17.892"	"14"	"6"	"12"	"6"	"917"	"102.9"	"6.73"	"24.56"	"6"	"3804368.28125"	"3757262.8125"	"7075847.96875"	"6980887.34375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW29"	"ENOG411CW29"	"0.000"	"False"	"17.882"	"10"	"5"	"14"	"5"	"546"	"61.1"	"5.62"	"33.87"	"5"	"1761448.28125"	"1927417.28125"	"5746423.0625"	"5731503.25"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DGCI"	"ENOG411DGCI"	"0.000"	"False"	"17.800"	"29"	"5"	"10"	"5"	"582"	"63.0"	"8.54"	"24.01"	"5"	"1357398.296875"	"1278759.9765625"	"2694308.046875"	"2660331.3125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWTU"	"ENOG411CWTU"	"0.000"	"False"	"17.684"	"4"	"5"	"12"	"5"	"3534"	"391.4"	"8.22"	"25.35"	"5"	"1345579.5390625"	"1381251.0390625"	"2877874.515625"	"2665890.703125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZN5"	"ENOG411CZN5"	"0.000"	"False"	"17.660"	"11"	"4"	"11"	"4"	"423"	"46.4"	"8.12"	"26.71"	"4"	"2241658.09375"	"2614582.609375"	"5316547.890625"	"5222547.65625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1AW"	"ENOG411D1AW"	"0.000"	"False"	"17.531"	"26"	"5"	"10"	"5"	"265"	"29.2"	"8.05"	"18.67"	"5"	"1157684.578125"	"1173135.265625"	"2907166.08984375"	"2823303.19335938"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP9I"	"ENOG411CP9I"	"0.000"	"False"	"17.509"	"2"	"4"	"10"	"4"	"3764"	"429.3"	"7.28"	"23.73"	"4"	"485375.75"	"485152.271484375"	"1793668.84375"	"1985327.796875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVPM"	"ENOG411CVPM"	"0.000"	"False"	"17.481"	"16"	"6"	"13"	"6"	"1172"	"134.5"	"8.13"	"28.15"	"6"	"2974204.21875"	"2945014.20898438"	"7653627.0625"	"7753402.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSSF"	"ENOG411CSSF"	"0.000"	"False"	"17.467"	"9"	"5"	"15"	"5"	"961"	"111.0"	"6.48"	"39.48"	"5"	"2387191.0546875"	"2353519.7890625"	"4767929.125"	"4713555.125"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXUZ"	"ENOG411CXUZ"	"0.000"	"False"	"17.417"	"15"	"6"	"14"	"6"	"420"	"49.0"	"7.90"	"30.51"	"6"	"2194413.6953125"	"2000173.328125"	"4910543.125"	"4839675.90625"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP8D"	"ENOG411CP8D"	"0.000"	"False"	"17.417"	"8"	"5"	"8"	"5"	"1237"	"140.8"	"5.78"	"17.23"	"5"	"1540197.328125"	"1593594.640625"	"3039038.75"	"3304289.4609375"	"High"	"High"	"High"	"High"	"1"	""
